72|AM|03|Armavir|40.0897|44.0483
73|AM|05|Buzhakan|40.4553|44.5206
74|AM|05|Davidashen|40.2158|44.4811
75|AM|05|Fantan|40.3942|44.685
76|AM|08|Geghi|39.22|46.1556
77|AM|05|Hrazdan|40.5017|44.7547
78|AM|02|Masis|40.0139|44.4858
79|AM|05|Meghradzor|40.6147|44.6522
80|AM|03|Metsamor|40.0714|44.2892
81|AM|06|Tapan|40.8492|44.1839
82|AM|06|Vanadzor|40.8128|44.4883
83|AM|02|Vedi|39.9106|44.7278
84|AM|11|Yerevan|40.1811|44.5136
85|AN|||12.25|-68.75
86|AN|00|Barber|12.2833|-69.0667
87|AN|00|Emmastad|12.1333|-68.9167
88|AN|00|Kralendijk|12.15|-68.2667
89|AN|00|Philipsburg|18.0167|-63.0333
90|AN|00|Vredenberg|12.0917|-68.85
91|AN|00|Willemstad|12.1|-68.9167
92|AO|||-12.5|18.5
93|AO|17|Calonda|-8.4667|20.55
94|AO|10|Luanda|-8.8383|13.2344
95|AO|09|Lubango|-14.9167|13.5
96|AO|12|Mundo|-9.5847|16.0086
97|AO|01|Portugal|-12.4|14.0667
98|AO|16|Soyo|-6.1333|12.3667
99|AO|06|Sumbe|-11.2|13.8333
100|AO|06|Waku Kungo|-11.35|15.1167
101|AP|||35|105
102|AQ|||-90|0
103|AR|||-34|-64
104|AR|01||-36.9|-60.2833
105|AR|03||-26.7833|-60.45
106|AR|04||-43.3167|-65.0333
107|AR|05||-31.4|-64.1833
108|AR|07||-34.6833|-58.4667
109|AR|08||-31.7333|-60.5333
110|AR|11||-35.0333|-64.25
111|AR|13||-33.05|-68.8667
112|AR|14||-27.4833|-55.1333
113|AR|15||-38.95|-68.0667
114|AR|16||-41.9667|-71.5167
115|AR|17||-25.3|-64.9
116|AR|19||-32.9167|-66.3333
117|AR|20||-51.6333|-69.2167
118|AR|21||-32.8167|-60.7167
119|AR|22||-27.9333|-63.6333
120|AR|23||-53.7833|-67.7
121|AR|24||-26.8167|-65.2167
122|AR|01|28 De Septiembre|-34.6|-58.6333
123|AR|01|6 De Septiembre|-34.6425|-58.6181
124|AR|01|A. Brown|-34.7881|-58.4039
125|AR|01|Abasto|-34.9761|-58.0972
126|AR|24|Abra Rica|-27.1333|-64.8833
127|AR|01|Acassuso|-34.4833|-58.5167
128|AR|10|Aguilar|-23.2|-65.7
129|AR|01|Aldo Bonzi|-34.7|-58.5167
130|AR|01|Alem|-34.5|-61.4
131|AR|16|Allen|-38.9667|-67.8333
132|AR|07|Almirante Brown|-34.6667|-58.45
133|AR|01|Alsina|-33.9|-59.3833
134|AR|05|Alta Gracia|-31.6667|-64.4333
135|AR|21|Alvear|-33.0667|-60.6167
136|AR|01|Arrecifes|-34.05|-60.1167
137|AR|01|Arroyo Dulce|-34.0833|-60.4
138|AR|01|Asturias|-36.1667|-61.8833
139|AR|01|Avellaneda|-34.6506|-58.3822
140|AR|21|Avellaneda|-29.1167|-59.6667
141|AR|01|Ayacucho|-37.15|-58.4833
142|AR|01|Azul|-36.7833|-59.85
143|AR|07|Balbastro|-34.65|-58.4667
144|AR|01|Balcarce|-37.8333|-58.25
145|AR|01|Ballester|-34.5333|-58.55
146|AR|05|Balnearia|-31|-62.6667
147|AR|01|Bancalari|-34.4667|-58.6
148|AR|01|Banfield|-34.75|-58.4
149|AR|01|Bariloche|-35.5|-62.2333
150|AR|21|Barrancas Viejo|-32.2|-60.9667
151|AR|01|Barrio San Patricio|-38.1167|-57.6167
152|AR|01|Beccar|-34.4667|-58.5333
153|AR|22|Belgrano|-25.8833|-63.9333
154|AR|05|Bell Ville|-32.6167|-62.7
155|AR|01|Bella Vista|-34.55|-58.6833
156|AR|01|Benavides|-34.4094|-58.7094
157|AR|01|Berazategui|-34.7333|-58.2553
158|AR|01|Berisso|-34.8667|-57.8833
159|AR|01|Bernal|-34.7167|-58.3
160|AR|01|Billinghurst|-34.5833|-58.5833
161|AR|01|Bordenave|-37.8|-63.05
162|AR|01|Bosch|-37.6333|-58.2333
163|AR|01|Bosques|-34.8167|-58.2333
164|AR|01|Boulogne|-34.5|-58.5667
165|AR|13|Bowen|-35|-67.5167
166|AR|01|Bragado|-35.1192|-60.5047
167|AR|01|Brandsen|-35.1717|-58.23
168|AR|07|Buenos Aires|-34.5875|-58.6725
169|AR|01|Burzaco|-34.8167|-58.4
170|AR|01|C. De Mayo|-34.5|-58.6833
171|AR|20|Caleta Olivia|-46.4333|-67.5333
172|AR|01|Campana|-34.1769|-58.9208
173|AR|01|Canning|-34.8769|-58.5206
174|AR|01|Caraza|-34.7|-58.4333
175|AR|01|Carlos Casares|-35.6264|-61.3603
176|AR|21|Carlos Pellegrini|-32.05|-61.8
177|AR|01|Carlos Tejedor|-35.3833|-62.4167
178|AR|23|Carmen|-54.4167|-67.8667
179|AR|21|Carreras|-33.6|-61.3167
180|AR|01|Caseros|-34.5961|-58.5456
181|AR|21|Casilda|-33.0442|-61.1681
182|AR|01|Castelar|-34.6667|-58.6667
183|AR|02|Catamarca|-28.4667|-65.7833
184|AR|16|Catriel|-37.8667|-67.8333
185|AR|01|Centenario|-35.8333|-61.4333
186|AR|11|Cevallos|-35.3|-63.7667
187|AR|01|Chacabuco|-34.6417|-60.4739
188|AR|07|Chacarita|-34.5833|-58.45
189|AR|01|Chivilcoy|-34.9083|-60.0306
190|AR|16|Choele Choel|-39.2667|-65.6833
191|AR|16|Cipolleti|-38.9333|-67.9833
192|AR|16|Cipolletti|-38.9333|-67.9833
193|AR|01|City Bell|-34.8589|-58.0542
194|AR|01|Ciudad Evita|-34.7167|-58.5333
195|AR|24|Ciudad Universitaria|-26.7833|-65.35
196|AR|01|Ciudadela|-34.6333|-58.5333
197|AR|01|Claypole|-34.8|-58.3333
198|AR|15|Coillun-Co|-39.9833|-71.1833
199|AR|05|Colonia Caroya|-31.0333|-64.0833
200|AR|07|Comandante L. Piedrabuena|-34.6833|-58.5
201|AR|01|Comandante Nicanor Otamendi|-38.1167|-57.85
202|AR|07|Comodoro Rivadavia|-45.8667|-67.5
203|AR|01|Conchitas|-34.7833|-58.1667
204|AR|08|Concordia|-31.4|-58.0333
205|AR|05|Corral De Bustos|-33.2833|-62.2
206|AR|06|Corrientes|-27.4667|-58.8333
207|AR|08|Crespo|-32.0333|-60.3167
208|AR|05|Cruz Del Eje|-30.7333|-64.8
209|AR|01|Darregueira|-37.7|-63.1667
210|AR|14|De Mayo|-25.9167|-54.5833
211|AR|01|Del Viso|-34.45|-58.8
212|AR|01|Derechos De La Ancianidad|-34.8333|-58.1
213|AR|01|Derqui|-34.4972|-58.8636
214|AR|01|Diamante|-34.6667|-58.4167
215|AR|08|Diamante|-32.0644|-60.6425
216|AR|01|Dolores|-36.3333|-57.6667
217|AR|01|Domselaar|-35.0667|-58.3
218|AR|01|Don Torcuato|-34.5|-58.6333
219|AR|01|Drabble|-34.9|-62.7667
220|AR|20|El Calafate|-50.3333|-72.3
221|AR|19|El Chorrillo|-33.3|-66.2667
222|AR|01|El Dorado|-34.65|-61.5667
223|AR|22|El Hoyo|-27.0333|-63.2333
224|AR|01|El Palomar|-34.5417|-58.6153
225|AR|05|El Retiro|-31.1833|-64.4833
226|AR|01|El Talar|-34.45|-58.65
227|AR|01|El Verano|-37.7333|-58.55
228|AR|14|Eldorado|-26.3833|-54.6667
229|AR|05|Embalse|-32.1833|-64.4167
230|AR|01|Ensenada|-34.8758|-57.8822
231|AR|01|Escobar|-34.3467|-58.8186
232|AR|21|Esmeralda|-31.6167|-61.9167
233|AR|01|Espeleta|-34.7667|-58.25
234|AR|21|Esperanza|-31.45|-60.9333
235|AR|07|Esquel|-42.9|-71.3167
236|AR|01|Ezeiza|-34.8381|-58.5172
237|AR|01|Ezpeleta|-34.7667|-58.25
238|AR|01|F. Alvarez|-34.6333|-58.8667
239|AR|21|F. Paz|-33.4|-60.8667
240|AR|08|Federal|-30.95|-58.8
241|AR|01|Fiorito|-34.7|-58.45
242|AR|21|Firmat|-33.45|-61.4833
243|AR|01|Florencio Varela|-34.8272|-58.3956
244|AR|07|Flores|-34.6333|-58.4667
245|AR|07|Floresta|-34.6333|-58.4833
246|AR|01|Florida|-34.5167|-58.5
247|AR|09|Formosa|-26.1833|-58.1833
248|AR|21|Fuentes|-33.1667|-61.0833
249|AR|01|Fulton|-37.4167|-58.8
250|AR|21|Funes|-32.9167|-60.8167
251|AR|01|General Alvear|-36.05|-60.0167
252|AR|01|General Belgrano|-35.7667|-58.5
253|AR|16|General E. Godoy|-39.0833|-67.15
254|AR|01|General Pacheco|-34.4639|-58.6536
255|AR|11|General Pico|-35.6667|-63.7333
256|AR|16|General Roca|-39.0333|-67.5833
257|AR|01|General Villegas|-35.0333|-63.0167
258|AR|01|Gerli|-34.7|-58.3833
259|AR|01|Germania|-34.5667|-62.05
260|AR|01|Girondo|-36|-61.6167
261|AR|01|Glew|-34.8881|-58.3842
262|AR|01|Gobernador Castro|-33.65|-59.8833
263|AR|01|Gobernador Monteverde|-34.8|-58.2667
264|AR|13|Godoy Cruz|-32.9167|-68.8333
265|AR|01|Gonnet|-34.8644|-58.0178
266|AR|06|Goya|-29.1333|-59.2667
267|AR|21|Granadero Baigorria|-32.8667|-60.7
268|AR|01|Grand Bourg|-34.4833|-58.7167
269|AR|08|Gualeguay|-33.1444|-59.3292
270|AR|01|Guernica|-34.9172|-58.3869
271|AR|01|Haedo|-34.6333|-58.6
272|AR|01|Herrera Vegas|-36.0833|-61.4167
273|AR|18|Hilario|-31.4833|-69.4
274|AR|01|Hilario Ascasubi|-39.3667|-62.65
275|AR|21|Hughes|-33.8|-61.3333
276|AR|01|Hurlingham|-34.6|-58.6333
277|AR|01|I. Casanova|-34.7|-58.5833
278|AR|01|Ingeniero Budge|-34.7167|-58.4667
279|AR|01|Ingeniero Maschwitz|-34.3814|-58.7569
280|AR|01|Iraizoz|-38.1333|-57.9833
281|AR|01|Isidro Casanova|-34.7|-58.5833
282|AR|01|J.F. Ibarra|-36.35|-61.25
283|AR|01|J.M. Bosch|-34.5833|-58.5667
284|AR|01|J.M. Gutierrez|-34.8333|-58.2
285|AR|01|Juan Vucetich|-34.5|-58.8
286|AR|10|Jujuy|-24.1833|-65.3
287|AR|05|Justiniano Posse|-32.8833|-62.6667
288|AR|01|L. De Zamora|-34.7667|-58.4
289|AR|05|La Cesira|-33.9667|-62.9833
290|AR|01|La Invencible|-34.2667|-60.3833
291|AR|05|La Pampa|-30.9333|-64.2833
292|AR|07|La Paternal|-34.6|-58.4667
293|AR|01|La Paz|-35.3667|-59.3833
294|AR|01|La Plata|-34.9314|-57.9489
295|AR|01|La Reja|-34.6333|-58.8
296|AR|12|La Rioja|-29.4333|-66.85
297|AR|01|Laferrere|-34.75|-58.5833
298|AR|05|Laguna Larga|-31.7667|-63.8
299|AR|16|Lamarque|-39.4|-65.7
300|AR|05|Las Calles|-31.8167|-64.9667
301|AR|22|Las Delicias|-26.7|-63.9833
302|AR|22|Las Flores|-28.7167|-65.1167
303|AR|05|Las Heras|-31.5667|-63.9167
304|AR|21|Las Parejas|-32.6833|-61.5333
305|AR|05|Las Perdices|-32.6833|-63.6833
306|AR|05|Las Varillas|-31.8667|-62.7167
307|AR|22|Lavalle|-28.2|-65.1333
308|AR|01|Libertad|-34.7|-58.6833
309|AR|01|Lima|-34.05|-59.2
310|AR|01|Linch|-34.6|-58.5167
311|AR|01|Lincoln|-34.865|-61.5319
312|AR|07|Liniers|-34.6333|-58.5167
313|AR|01|Llavallol|-34.7833|-58.4333
314|AR|01|Lobos|-35.1853|-59.0947
315|AR|01|Lomas De Zamora|-34.7667|-58.4
316|AR|01|Lomas Del Mirador|-34.65|-58.5333
317|AR|01|Longchamps|-34.8517|-58.3964
318|AR|20|Los Antiguos|-46.55|-71.6167
319|AR|01|Los Cardales|-34.3394|-59.0133
320|AR|07|Los Perales|-34.6667|-58.5167
321|AR|01|Los Polvorines|-34.5|-58.6833
322|AR|05|Los Surgentes|-32.9667|-62.0167
323|AR|22|Lugones|-28.3333|-63.35
324|AR|01|Luro|-36.6333|-62.1333
325|AR|01|M. Acosta|-34.7261|-58.7908
326|AR|04|Madryn|-42.7667|-65.05
327|AR|05|Manfredi|-31.8333|-63.75
328|AR|01|Manzanares|-34.45|-59.0167
329|AR|01|Maquinista Savio|-34.4111|-58.7983
330|AR|01|Mar Del Plata|-38|-57.55
331|AR|07|Marcelo Torcuato De Alvear|-34.65|-58.5
332|AR|01|Marcos Paz|-34.7817|-58.8458
333|AR|01|Mariano H. Alfonzo|-33.9167|-60.8333
334|AR|07|Mataderos|-34.6667|-58.5
335|AR|01|Mauricio Hirch|-35.5833|-61.5333
336|AR|05|Mendiolaza|-31.2667|-64.3
337|AR|13|Mendoza|-32.8833|-68.8167
338|AR|19|Mercedes|-33.6667|-65.4667
339|AR|01|Merlo|-34.67|-58.7528
340|AR|01|Miramar|-38.2667|-57.85
341|AR|01|Moguehua|-35.0833|-59.8
342|AR|07|Monte Castro|-34.6167|-58.5
343|AR|01|Monte Chingolo|-34.7167|-58.3333
344|AR|01|Monte Grande|-34.815|-58.4792
345|AR|01|Munro|-34.5333|-58.55
346|AR|24|Naranjito|-26.9833|-65.1
347|AR|22|Navarro|-29.2|-63.2333
348|AR|01|Necochea|-38.55|-58.75
349|AR|01|Neild|-35.2167|-61.2333
350|AR|01|Nueve De Julio|-35.4542|-60.8914
351|AR|05|Oliva|-32.05|-63.5667
352|AR|21|Oliveros|-32.5667|-60.85
353|AR|05|Olivia|-32.05|-63.5667
354|AR|01|Olivos|-34.5106|-58.4964
355|AR|01|Ostende|-37.15|-56.8833
356|AR|06|Paso De Los Libres|-29.7167|-57.0833
357|AR|01|Paso Del Rey|-34.65|-58.7667
358|AR|01|Pedro Luro|-39.4833|-62.6833
359|AR|01|Pellegrini|-36.2667|-63.15
360|AR|01|Pergamino|-33.8925|-60.5725
361|AR|20|Pico Truncado|-46.8|-67.9667
362|AR|05|Piedra Pintada|-31.9167|-65.15
363|AR|21|Pilar|-31.45|-61.25
364|AR|01|Pinamar|-37.1167|-56.8333
365|AR|17|Piquete Cabado|-24.7833|-64.2333
366|AR|15|Plottier|-38.9667|-68.2333
367|AR|01|Polvorines|-34.5|-58.6833
368|AR|01|Pontevedra|-34.7517|-58.7117
369|AR|14|Posadas|-27.3833|-55.8833
370|AR|01|Presidente Derqui|-34.4972|-58.8636
371|AR|01|Puan|-37.55|-62.7167
372|AR|07|Puerto Madero|-34.6|-58.3667
373|AR|04|Puerto Madryn|-42.7667|-65.05
374|AR|01|Pujol|-33.6833|-60.3
375|AR|01|Punta Alta|-38.8833|-62.0833
376|AR|01|Punta Indio|-35.2667|-57.2333
377|AR|01|Quilmes|-34.7203|-58.2694
378|AR|01|R. De Escalada|-34.7333|-58.3833
379|AR|01|Rafael Calzada|-34.8|-58.3667
380|AR|01|Rafael Castillo|-34.7167|-58.6167
381|AR|21|Rafaela|-31.2667|-61.4833
382|AR|01|Ramos Otero|-37.5333|-58.3333
383|AR|01|Ranelagh|-34.8|-58.2
384|AR|04|Rawson|-43.3|-65.1
385|AR|21|Reconquista|-29.15|-59.65
386|AR|01|Remedios De Escalada|-34.7333|-58.3833
387|AR|03|Resistencia|-27.45|-58.9833
388|AR|13|Rivadavia|-33.1833|-68.4667
389|AR|21|Rodriguez|-31.7|-61.25
390|AR|01|Rojas|-34.1953|-60.735
391|AR|01|Rosa|-34.4167|-58.8667
392|AR|21|Rosario|-32.9511|-60.6664
393|AR|08|Rosario Del Tala|-32.2981|-59.1394
394|AR|21|Rufino|-34.2667|-62.7
395|AR|05|Saladillo|-32.9333|-62.35
396|AR|21|Saladillo|-33|-60.6333
397|AR|05|Salsipuedes|-31.15|-64.3167
398|AR|17|Salta|-24.7833|-65.4167
399|AR|01|Salto|-34.2989|-60.2419
400|AR|21|San Antonio|-28.3667|-59.2833
401|AR|01|San Antonio De Areco|-34.25|-59.4667
402|AR|01|San Antonio De Padua|-34.6667|-58.7
403|AR|16|San Antonio Oeste|-40.7333|-64.9333
404|AR|22|San Bernardo|-25.9833|-63.25
405|AR|22|San Carlos|-27.4|-63.1667
406|AR|16|San Carlos De Bariloche|-41.15|-71.3
407|AR|01|San Cayetano|-38.3333|-59.6167
408|AR|05|San Clemente|-31.7167|-64.6333
409|AR|01|San Fernando|-34.4442|-58.5775
410|AR|01|San Francisco Solano|-34.7833|-58.3167
411|AR|21|San Genaro|-32.3667|-61.35
412|AR|21|San Guillermo|-30.3667|-61.9167
413|AR|01|San Isidro|-34.4708|-58.5286
414|AR|21|San Jorge|-31.9|-61.8667
415|AR|18|San Juan|-31.5375|-68.5364
416|AR|01|San Justo|-34.6831|-58.5519
417|AR|22|San Justo|-28.15|-64.7333
418|AR|19|San Luis|-33.3|-66.35
419|AR|01|San Manuel|-37.7833|-58.8333
420|AR|22|San Manuel|-28.5667|-64.7
421|AR|11|San Miguel|-38.15|-64.65
422|AR|01|San Miguel Del Monte|-35.45|-58.8
423|AR|01|San Pedro|-33.6706|-59.6828
424|AR|13|San Rafael|-34.6|-68.3333
425|AR|21|San Ricardo|-33.0333|-61.6167
426|AR|07|San Telmo|-34.6167|-58.3667
427|AR|01|San Vicente|-34.9667|-58.3667
428|AR|21|Sanford|-33.15|-61.2833
429|AR|22|Santa Cruz|-27.6667|-64.2667
430|AR|21|Santa Fe|-31.6333|-60.7
431|AR|11|Santa Rosa|-36.6167|-64.2833
432|AR|05|Santa Rosa De Calamuchita|-32.0667|-64.55
433|AR|01|Santa Teresita|-36.5333|-56.6833
434|AR|22|Santiago Del Estero|-27.7833|-64.2667
435|AR|22|Santos Lugares|-26.6833|-63.5333
436|AR|21|Sarmiento|-31.0667|-61.1667
437|AR|01|Suipacha|-34.7781|-59.6889
438|AR|21|Sunchales|-30.9333|-61.5667
439|AR|01|Tablada|-34.7|-58.5333
440|AR|01|Tandil|-37.3167|-59.15
441|AR|01|Temperley|-34.7833|-58.4
442|AR|01|Tigre|-34.4258|-58.5967
443|AR|01|Todd|-34.0333|-60.1667
444|AR|01|Tornquist|-38.1|-62.2333
445|AR|01|Tortuguitas|-34.4667|-58.7667
446|AR|04|Trelew|-43.25|-65.3
447|AR|01|Trenque Lauquen|-35.9667|-62.7
448|AR|01|Tres Arroyos|-38.3833|-60.2833
449|AR|01|Turdera|-34.7833|-58.4
450|AR|05|Ucacha|-33.0333|-63.5167
451|AR|23|Ushuaia|-54.8|-68.3
452|AR|05|Valle Hermoso|-31.1167|-64.4833
453|AR|07|Varela|-34.6333|-58.4667
454|AR|21|Venado Tuerto|-33.7497|-61.9669
455|AR|08|Victoria|-32.6092|-60.1689
456|AR|16|Viedma|-40.8|-63
457|AR|18|Villa Aberastain|-31.65|-68.5833
458|AR|01|Villa Adelina|-34.5333|-58.55
459|AR|01|Villa Alianza|-34.6167|-58.55
460|AR|01|Villa Ansaldi|-34.6833|-58.5167
461|AR|01|Villa Augusta|-34.75|-58.25
462|AR|01|Villa Ballester|-34.5333|-58.55
463|AR|01|Villa Barilari|-34.7|-58.3333
464|AR|01|Villa Basso|-34.6333|-58.5833
465|AR|05|Villa Carlos Paz|-31.4|-64.5167
466|AR|01|Villa D. Sobral|-34.7667|-58.2333
467|AR|01|Villa De Los Patricios|-34.6167|-58.5333
468|AR|01|Villa De Mayo|-34.5|-58.6833
469|AR|01|Villa Diamante|-34.6833|-58.4333
470|AR|05|Villa Dolores|-31.9333|-65.2
471|AR|01|Villa Elisa|-34.8403|-58.0975
472|AR|01|Villa Gesell|-37.25|-56.9167
473|AR|01|Villa Giambruno|-34.8|-58.2167
474|AR|01|Villa Iglesias|-34.5167|-58.75
475|AR|15|Villa La Angostura|-40.7833|-71.6667
476|AR|05|Villa Las Rosas|-31.9333|-65.0667
477|AR|07|Villa Luro|-34.6333|-58.5
478|AR|01|Villa Luzuriaga|-34.65|-58.5833
479|AR|01|Villa Madero|-34.7|-58.5
480|AR|22|Villa Nueva|-26.55|-63.6667
481|AR|21|Villa Ocampo|-28.4667|-59.3667
482|AR|01|Villa Progreso|-34.5833|-58.5333
483|AR|01|Villa Recondo|-34.7|-58.4667
484|AR|01|Villa Reichembach|-34.65|-58.7
485|AR|01|Villa Residencial Laguna Brava|-37.85|-57.9833
486|AR|01|Villa Sarmiento|-34.7|-58.3833
487|AR|08|Villaguay|-31.85|-59.0167
488|AR|01|Virreyes|-34.45|-58.55
489|AR|01|Wilde|-34.7|-58.3167
490|AR|24|Yerba Buena|-26.8167|-65.3167
491|AR|05|Yocsina|-31.45|-64.3667
492|AR|15|Zapala|-38.9|-70.0667
493|AS|||-14.3333|-170
494|AS||Pago Pago|-14.2393|-170.7221
495|AT|||47.3333|13.3333
496|AT|01||47.8333|16.4833
497|AT|02||46.6667|13.0333
498|AT|03||48.1167|16.3333
499|AT|04||48|13.4833
500|AT|05||47.7333|13.0333
501|AT|06||46.7333|15.9667
502|AT|07||46.9667|11
503|AT|08||47.3331|9.6331
504|AT|03|Aalfang|48.8333|15.0667
505|AT|05|Abfalter|47.7911|13.0761
506|AT|07|Abfaltersbach|46.7603|12.5419
507|AT|02|Abriach|46.55|14.5
508|AT|07|Absam|47.3|11.5
509|AT|03|Absdorf|48.3167|15.6167
510|AT|05|Abtenau|47.55|13.35
511|AT|06|Abtissendorf|46.9958|15.4564
512|AT|04|Abtsdorf|47.9167|13.5167
513|AT|04|Abwinden|48.2667|14.4333
514|AT|02|Achalm|46.65|14.9333
515|AT|05|Acharting|47.9|13
516|AT|03|Achau|48.0667|16.3833
517|AT|07|Achenkirch|47.5167|11.7
518|AT|04|Achenlohe|48.05|13.1833
519|AT|04|Aching|48.2333|13.0667
520|AT|07|Achleit|47.5|12.0333
521|AT|03|Achleiten|48.15|14.65
522|AT|02|Achomitz|46.5689|13.6086
523|AT|03|Adamsthal|47.9667|15.8167
524|AT|03|Aderklaa|48.2833|16.5333
525|AT|04|Adlhaming|48|13.95
526|AT|04|Adlwang|47.9833|14.2167
527|AT|06|Admont|47.5667|14.45
528|AT|05|Adnet|47.6833|13.1333
529|AT|06|Adriach|47.2667|15.3
530|AT|03|Afing|48.2333|15.5667
531|AT|06|Aflenz|46.75|15.5333
532|AT|06|Aflenz Kurort|47.5333|15.2333
533|AT|07|Afling|47.25|11.3
534|AT|06|Afram|46.8833|15.5333
535|AT|02|Afritz|46.7269|13.8075
536|AT|03|Aggsbach|48.2833|15.4
537|AT|03|Aggsbach Markt|48.2833|15.4
538|AT|02|Agsdorf|46.7333|14.15
539|AT|03|Ahorn|47.85|14.9667
540|AT|07|Ahrenberg|47.4333|12.2333
541|AT|06|Aibl|46.6833|15.2167
542|AT|06|Aich|47.0333|14.4833
543|AT|03|Aichbach|48.1|15.2667
544|AT|03|Aichberg|48.1667|14.6
545|AT|06|Aichdorf|47.1833|14.7
546|AT|06|Aichegg|46.7675|15.2114
547|AT|03|Aichet|48.5333|15.6167
548|AT|02|Aifersdorf|46.7167|13.6333
549|AT|05|Aigelsbrunn|47.9833|13.3
550|AT|05|Aigen|47.15|13.1
551|AT|06|Aigen Im Ennstal|47.5167|14.1333
552|AT|06|Aiglern|47.5333|14.1667
553|AT|07|Ainet|46.8661|12.7014
554|AT|04|Aist|48.2333|14.6
555|AT|04|Aistersheim|48.1833|13.75
556|AT|04|Aisthofen|48.2667|14.6
557|AT|04|Albenedt|48|13.9667
558|AT|03|Albern|48.6|14.9333
559|AT|03|Alberndorf|48.7|16.1
560|AT|06|Albersdorf|47.1167|15.6833
561|AT|04|Albingdorf|48.4667|14.4833
562|AT|03|Albrechtsberg|48.2167|15.4
563|AT|07|Aldrans|47.25|11.45
564|AT|04|Alharting|48.2833|14.2333
565|AT|04|Alkoven|48.2833|14.1
566|AT|03|Alland|48.05|16.0833
567|AT|03|Allentsteig|48.6833|15.3167
568|AT|06|Allerheiligen|46.9142|15.5544
569|AT|01|Allersdorf|47.3|16.3167
570|AT|04|Allhaming|48.15|14.1667
571|AT|03|Allhartsberg|48.0167|14.7833
572|AT|05|Almdorf|47.4|12.8667
573|AT|03|Almersberg|48.2|15.9167
574|AT|04|Almesberg|48.3667|14.4333
575|AT|07|Alpbach|47.4|11.95
576|AT|06|Alpen|46.9|15.8
577|AT|07|Alpendorf|47.5167|12.45
578|AT|05|Alpfahrt|47.4333|13.2667
579|AT|06|Alpl|47.6833|15.5667
580|AT|08|Altach|47.35|9.65
581|AT|04|Altaist|48.3|14.5167
582|AT|06|Altaussee|47.6333|13.7667
583|AT|05|Altenberg|47.9394|13.0589
584|AT|03|Altenburg|48.0833|15.6
585|AT|03|Altendorf|47.65|16.0167
586|AT|04|Altenfelden|48.4833|13.9667
587|AT|01|Altenhof|46.8667|16.05
588|AT|04|Altenhof Am Hausruck|48.1333|13.6833
589|AT|03|Altenhofen|48.1667|14.55
590|AT|05|Altenmarkt|47.3833|13.4167
591|AT|05|Altenmarkt Im Pongau|47.3833|13.4167
